truckid,driverid,rdate,miles,gas,mpg
A23,A23,9-Jun,12004,2720,4.413235294
A23,A23,9-May,12299,2720,4.521691176
A23,A23,9-Apr,13096,2720,4.814705882
A23,A23,9-Mar,14302,2720,5.258088235
A23,A23,9-Feb,10091,2720,3.709926471
A23,A23,9-Jan,12668,2720,4.657352941
A24,A24,13-Jun,12038,2490,4.834538153
A24,A24,13-May,15021,2922,5.140657084
A24,A24,13-Apr,11552,2174,5.313707452
A24,A24,13-Mar,11438,2419,4.728400165
A24,A24,13-Feb,11500,2614,4.399387911
A24,A24,13-Jan,11595,2038,5.689401374
A24,A24,12-Dec,12662,2478,5.10976594
A24,A24,12-Nov,10998,1944,5.657407407
A24,A24,12-Oct,12349,2501,4.93762495
A24,A24,12-Sep,13879,2782,4.988856937
A24,A24,12-Aug,10573,2159,4.897174618
A24,A24,12-Jul,14641,2885,5.074870017
A24,A24,12-Jun,14198,2804,5.063480742
A24,A24,12-May,11109,2037,5.453608247
A24,A24,12-Apr,9360,2020,4.633663366
A24,A24,12-Mar,14420,3103,4.647115694
A24,A24,12-Feb,14335,3147,4.555131872
A24,A24,12-Jan,12000,2287,5.247048535
A24,A24,11-Dec,11104,2215,5.013092551
A24,A24,11-Nov,9344,1725,5.416811594
A24,A24,11-Oct,13077,2447,5.34409481
A24,A24,11-Sep,12853,2426,5.298021434
A24,A24,11-Aug,11461,2531,4.528249704
A24,A24,11-Jul,14489,2723,5.320969519
A24,A24,11-Jun,13688,2510,5.453386454
A24,A24,11-May,14829,2510,5.907968127
A24,A24,11-Apr,12338,2510,4.915537849
A24,A24,11-Mar,13679,2510,5.449800797
A24,A24,11-Feb,15126,2510,6.026294821
A24,A24,11-Jan,9407,2510,3.747808765
A24,A24,10-Dec,11806,2510,4.703585657
A24,A24,10-Nov,13258,2510,5.282071713
A24,A24,10-Oct,13121,2510,5.22749004
A24,A24,10-Sep,10910,2510,4.346613546
A24,A24,10-Aug,11490,2510,4.577689243
A24,A24,10-Jul,12136,2510,4.835059761
A24,A24,10-Jun,12541,2510,4.996414343
A24,A24,10-May,11686,2510,4.655776892
A24,A24,10-Apr,12502,2510,4.980876494
A24,A24,10-Mar,13934,2510,5.551394422
A24,A24,10-Feb,13976,2510,5.56812749
A24,A24,10-Jan,13619,2510,5.425896414
A24,A24,9-Dec,13087,2510,5.213944223
A24,A24,9-Nov,13018,2510,5.186454183
A24,A24,9-Oct,14119,2510,5.625099602
A24,A24,9-Sep,10087,2510,4.0187251
A24,A24,9-Aug,11325,2510,4.511952191
A24,A24,9-Jul,15542,2510,6.192031873
A24,A24,9-Jun,12316,2510,4.906772908
A24,A24,9-May,11452,2510,4.562549801
A24,A24,9-Apr,11458,2510,4.564940239
A24,A24,9-Mar,12795,2510,5.097609562
A24,A24,9-Feb,9344,2510,3.722709163
A24,A24,9-Jan,14749,2510,5.876095618
A25,A25,13-Jun,11408,2654,4.298417483
A25,A25,13-May,10088,1828,5.518599562
A25,A25,13-Apr,12232,2404,5.088186356
A25,A25,13-Mar,8988,1772,5.072234763
A25,A25,13-Feb,8410,1695,4.961651917
A25,A25,13-Jan,12382,2306,5.369470945
A25,A25,12-Dec,13148,2792,4.709169054
A25,A25,12-Nov,14993,3359,4.463530813
A25,A25,12-Oct,15480,2713,5.705860671
A25,A25,12-Sep,10926,2017,5.416955875
A25,A25,12-Aug,11859,2600,4.561153846
A25,A25,12-Jul,10468,1987,5.268243583
A25,A25,12-Jun,10422,2048,5.088867188
A25,A25,12-May,13695,3080,4.446428571
A25,A25,12-Apr,12287,2486,4.942477876
A25,A25,12-Mar,8259,1579,5.230525649
A25,A25,12-Feb,14507,2719,5.335417433
A25,A25,12-Jan,9928,2029,4.893050764
A25,A25,11-Dec,11229,2245,5.001781737
A25,A25,11-Nov,12934,2284,5.662872154
A25,A25,11-Oct,8322,1565,5.317571885
A25,A25,11-Sep,13050,2894,4.509329648
A25,A25,11-Aug,13733,2554,5.377055599
A25,A25,11-Jul,14066,3100,4.537419355
A25,A25,11-Jun,11914,2664,4.472222222
A25,A25,11-May,10497,2664,3.940315315
A25,A25,11-Apr,14731,2664,5.529654655
A25,A25,11-Mar,14508,2664,5.445945946
A25,A25,11-Feb,11259,2664,4.226351351
A25,A25,11-Jan,12153,2664,4.561936937
A25,A25,10-Dec,9668,2664,3.629129129
A25,A25,10-Nov,15122,2664,5.676426426
A25,A25,10-Oct,11326,2664,4.251501502
A25,A25,10-Sep,12372,2664,4.644144144
A25,A25,10-Aug,15445,2664,5.797672673
A25,A25,10-Jul,12979,2664,4.871996997
A25,A25,10-Jun,11349,2664,4.260135135
A25,A25,10-May,14073,2664,5.282657658
A25,A25,10-Apr,11484,2664,4.310810811
A25,A25,10-Mar,13956,2664,5.238738739
A25,A25,10-Feb,13725,2664,5.152027027
A25,A25,10-Jan,10317,2664,3.872747748
A25,A25,9-Dec,9355,2664,3.511636637
A25,A25,9-Nov,11763,2664,4.415540541
A25,A25,9-Oct,10656,2664,4
A25,A25,9-Sep,9823,2664,3.687312312
A25,A25,9-Aug,10157,2664,3.812687688
A25,A25,9-Jul,10699,2664,4.016141141
A25,A25,9-Jun,10885,2664,4.085960961
A25,A25,9-May,13509,2664,5.070945946
A25,A25,9-Apr,15264,2664,5.72972973
A25,A25,9-Mar,9940,2664,3.731231231
A25,A25,9-Feb,10851,2664,4.073198198
A25,A25,9-Jan,12761,2664,4.790165165
A26,A26,13-Jun,11612,2348,4.94548552
A26,A26,13-May,8304,1688,4.91943128
A26,A26,13-Apr,8560,1807,4.73713337
A26,A26,13-Mar,8524,1868,4.563169165
A26,A26,13-Feb,13656,3098,4.408005165
A26,A26,13-Jan,10862,2390,4.544769874
A26,A26,12-Dec,9429,1767,5.336162988
A26,A26,12-Nov,11531,2213,5.210573882
A26,A26,12-Oct,13058,2977,4.386294928
A26,A26,12-Sep,9761,2076,4.701830443
A26,A26,12-Aug,12833,2415,5.313871636
A26,A26,12-Jul,14405,2654,5.427656368
A26,A26,12-Jun,10969,2078,5.278633301
A26,A26,12-May,10271,2102,4.886298763
A26,A26,12-Apr,13062,2348,5.563032368
A26,A26,12-Mar,14710,2905,5.063683305
A26,A26,12-Feb,14121,2526,5.590261283
A26,A26,12-Jan,13231,2385,5.547589099
A26,A26,11-Dec,12958,2484,5.216586151
A26,A26,11-Nov,14299,2733,5.23197951
A26,A26,11-Oct,12888,2329,5.533705453
A26,A26,11-Sep,11475,2207,5.199365655
A26,A26,11-Aug,14234,2601,5.472510573
A26,A26,11-Jul,9902,2102,4.710751665
A26,A26,11-Jun,12268,2244,5.467023173
A26,A26,11-May,13669,2244,6.091354724
A26,A26,11-Apr,12933,2244,5.763368984
A26,A26,11-Mar,12053,2244,5.371212121
A26,A26,11-Feb,10130,2244,4.51426025
A26,A26,11-Jan,8798,2244,3.920677362
A26,A26,10-Dec,10713,2244,4.774064171
A26,A26,10-Nov,10983,2244,4.894385027
A26,A26,10-Oct,9310,2244,4.148841355
A26,A26,10-Sep,9745,2244,4.342691622
A26,A26,10-Aug,9744,2244,4.342245989
A26,A26,10-Jul,11090,2244,4.942067736
A26,A26,10-Jun,10451,2244,4.657308378
A26,A26,10-May,8720,2244,3.885918004
A26,A26,10-Apr,12736,2244,5.675579323
A26,A26,10-Mar,11177,2244,4.98083779
A26,A26,10-Feb,13706,2244,6.107843137
A26,A26,10-Jan,11089,2244,4.941622103
A26,A26,9-Dec,12110,2244,5.396613191
A26,A26,9-Nov,11188,2244,4.98573975
A26,A26,9-Oct,9720,2244,4.331550802
A26,A26,9-Sep,13839,2244,6.167112299
A26,A26,9-Aug,10824,2244,4.823529412
A26,A26,9-Jul,10829,2244,4.825757576
A26,A26,9-Jun,11020,2244,4.91087344
A26,A26,9-May,12036,2244,5.363636364
A26,A26,9-Apr,11529,2244,5.137700535
A26,A26,9-Mar,13836,2244,6.165775401
A26,A26,9-Feb,10739,2244,4.785650624
A26,A26,9-Jan,10150,2244,4.523172906
A27,A27,13-Jun,11147,2464,4.523944805
A27,A27,13-May,9248,1740,5.314942529
A27,A27,13-Apr,13809,2962,4.662052667
A27,A27,13-Mar,14840,2887,5.140284032
A27,A27,13-Feb,10212,2255,4.528603104
A27,A27,13-Jan,11708,2429,4.820090572
A27,A27,12-Dec,13036,2703,4.822789493
A27,A27,12-Nov,13872,2716,5.107511046
A27,A27,12-Oct,14056,2700,5.205925926
A27,A27,12-Sep,9665,1866,5.179528403
A27,A27,12-Aug,12208,2123,5.750353274
A27,A27,12-Jul,10700,2257,4.74080638
A27,A27,12-Jun,14386,3307,4.350166314
A27,A27,12-May,14880,2951,5.042358523
A27,A27,12-Apr,14847,3076,4.826723017
A27,A27,12-Mar,10280,2137,4.810481984
A27,A27,12-Feb,14655,2639,5.553239864
A27,A27,12-Jan,12338,2414,5.111019056
A27,A27,11-Dec,12931,2297,5.629516761
A27,A27,11-Nov,12399,2470,5.019838057
A27,A27,11-Oct,9963,2218,4.491884581
A27,A27,11-Sep,10353,1980,5.228787879
A27,A27,11-Aug,12303,2239,5.494863778
A27,A27,11-Jul,10934,1991,5.491712707
A27,A27,11-Jun,15203,2575,5.90407767
A27,A27,11-May,12076,2575,4.689708738
A27,A27,11-Apr,13719,2575,5.32776699
A27,A27,11-Mar,13529,2575,5.253980583
A27,A27,11-Feb,14440,2575,5.60776699
A27,A27,11-Jan,13444,2575,5.220970874
A27,A27,10-Dec,10491,2575,4.074174757
A27,A27,10-Nov,15034,2575,5.838446602
A27,A27,10-Oct,14546,2575,5.648932039
A27,A27,10-Sep,15471,2575,6.00815534
A27,A27,10-Aug,13344,2575,5.182135922
A27,A27,10-Jul,13067,2575,5.074563107
A27,A27,10-Jun,10309,2575,4.003495146
A27,A27,10-May,9898,2575,3.843883495
A27,A27,10-Apr,10315,2575,4.005825243
A27,A27,10-Mar,8758,2575,3.401165049
A27,A27,10-Feb,10791,2575,4.190679612
A27,A27,10-Jan,12544,2575,4.871456311
A27,A27,9-Dec,11245,2575,4.366990291
A27,A27,9-Nov,11251,2575,4.369320388
A27,A27,9-Oct,15158,2575,5.886601942
A27,A27,9-Sep,14738,2575,5.723495146
A27,A27,9-Aug,8964,2575,3.481165049
A27,A27,9-Jul,14232,2575,5.526990291
A27,A27,9-Jun,9946,2575,3.862524272
A27,A27,9-May,13468,2575,5.230291262
A27,A27,9-Apr,10986,2575,4.266407767
A27,A27,9-Mar,13366,2575,5.190679612
A27,A27,9-Feb,11029,2575,4.283106796
A27,A27,9-Jan,14469,2575,5.619029126
A28,A28,13-Jun,10216,2246,4.548530721
A28,A28,13-May,13579,2979,4.55824102
A28,A28,13-Apr,10204,2237,4.561466249
A28,A28,13-Mar,14386,2602,5.528823982
A28,A28,13-Feb,10278,2087,4.924772401
A28,A28,13-Jan,13762,2357,5.838778108
A28,A28,12-Dec,11717,2263,5.1776403
A28,A28,12-Nov,11919,2192,5.4375
A28,A28,12-Oct,14301,2913,4.909371782
A28,A28,12-Sep,10969,2217,4.947677041
A28,A28,12-Aug,9972,1843,5.410743353
A28,A28,12-Jul,10420,1999,5.212606303
A28,A28,12-Jun,8221,1627,5.052858021
A28,A28,12-May,14114,2634,5.358390281
A28,A28,12-Apr,12890,2687,4.797171567
A28,A28,12-Mar,14284,2658,5.373965388
A28,A28,12-Feb,12822,2639,4.858658583
A28,A28,12-Jan,14394,3013,4.777298374
A28,A28,11-Dec,13751,2993,4.594386903
A28,A28,11-Nov,12405,2453,5.057072972
A28,A28,11-Oct,12697,2572,4.936625194
A28,A28,11-Sep,11771,2401,4.902540608
A28,A28,11-Aug,14778,2672,5.530688623
A28,A28,11-Jul,10178,2023,5.031141869
A28,A28,11-Jun,10752,1959,5.488514548
A28,A28,11-May,10382,1959,5.299642675
A28,A28,11-Apr,10448,1959,5.333333333
A28,A28,11-Mar,11686,1959,5.965288412
A28,A28,11-Feb,14352,1959,7.32618683
A28,A28,11-Jan,14421,1959,7.361408882
A28,A28,10-Dec,14048,1959,7.171005615
A28,A28,10-Nov,12426,1959,6.343032159
A28,A28,10-Oct,9986,1959,5.097498724
A28,A28,10-Sep,13463,1959,6.872383869
A28,A28,10-Aug,15138,1959,7.727411945
A28,A28,10-Jul,8618,1959,4.399183257
A28,A28,10-Jun,10010,1959,5.109749872
A28,A28,10-May,14277,1959,7.287901991
A28,A28,10-Apr,9600,1959,4.900459418
A28,A28,10-Mar,11468,1959,5.854007147
A28,A28,10-Feb,14091,1959,7.19295559
A28,A28,10-Jan,9399,1959,4.797856049
A28,A28,9-Dec,15509,1959,7.916794283
A28,A28,9-Nov,11781,1959,6.013782542
A28,A28,9-Oct,14281,1959,7.289943849
A28,A28,9-Sep,10858,1959,5.542623788
A28,A28,9-Aug,13878,1959,7.084226646
A28,A28,9-Jul,13057,1959,6.665135273
A28,A28,9-Jun,13175,1959,6.725370087
A28,A28,9-May,10288,1959,5.25165901
A28,A28,9-Apr,13005,1959,6.638591118
A28,A28,9-Mar,11222,1959,5.728432874
A28,A28,9-Feb,8433,1959,4.30474732
A28,A28,9-Jan,11600,1959,5.921388464
A29,A29,13-Jun,12091,2606,4.639677667
A29,A29,13-May,14148,2819,5.018800993
A29,A29,13-Apr,10023,1939,5.16915936
A29,A29,13-Mar,9234,1838,5.023939064
A29,A29,13-Feb,12067,2182,5.530247479
A29,A29,13-Jan,8618,1689,5.102427472
A29,A29,12-Dec,13040,2954,4.414353419
A29,A29,12-Nov,8522,1663,5.124473842
A29,A29,12-Oct,12214,2730,4.473992674
A29,A29,12-Sep,10921,2107,5.183198861
A29,A29,12-Aug,12731,2662,4.782494365
A29,A29,12-Jul,9764,1961,4.9790923
A29,A29,12-Jun,13422,2327,5.767941556
A29,A29,12-May,14937,3290,4.540121581
A29,A29,12-Apr,9950,1767,5.631013016
A29,A29,12-Mar,12177,2421,5.029739777
A29,A29,12-Feb,9216,1948,4.73100616
A29,A29,12-Jan,14217,2624,5.418064024
A29,A29,11-Dec,9208,2070,4.448309179
A29,A29,11-Nov,14100,3047,4.627502461
A29,A29,11-Oct,10976,2002,5.482517483
A29,A29,11-Sep,8513,1549,5.495803744
A29,A29,11-Aug,13507,3095,4.364135703
A29,A29,11-Jul,12000,2548,4.709576138
A29,A29,11-Jun,14945,2689,5.557828189
A29,A29,11-May,9518,2689,3.539605801
A29,A29,11-Apr,11142,2689,4.143547787
A29,A29,11-Mar,12266,2689,4.561547044
A29,A29,11-Feb,10728,2689,3.989587207
A29,A29,11-Jan,12354,2689,4.594272964
A29,A29,10-Dec,9716,2689,3.613239122
A29,A29,10-Nov,9128,2689,3.394570472
A29,A29,10-Oct,11967,2689,4.450353291
A29,A29,10-Sep,11059,2689,4.112681294
A29,A29,10-Aug,14959,2689,5.563034585
A29,A29,10-Jul,12240,2689,4.551878022
A29,A29,10-Jun,11979,2689,4.454815917
A29,A29,10-May,9803,2689,3.645593157
A29,A29,10-Apr,11272,2689,4.191892897
A29,A29,10-Mar,11009,2689,4.094087021
A29,A29,10-Feb,10668,2689,3.96727408
A29,A29,10-Jan,8703,2689,3.236519152
A29,A29,9-Dec,14215,2689,5.286351804
A29,A29,9-Nov,11410,2689,4.24321309
A29,A29,9-Oct,12554,2689,4.668650056
A29,A29,9-Sep,11544,2689,4.293045742
A29,A29,9-Aug,14008,2689,5.209371514
A29,A29,9-Jul,14847,2689,5.521383414
A29,A29,9-Jun,8824,2689,3.281517293
A29,A29,9-May,11764,2689,4.374860543
A29,A29,9-Apr,12428,2689,4.621792488
A29,A29,9-Mar,11916,2689,4.431387133
A29,A29,9-Feb,12508,2689,4.651543325
A29,A29,9-Jan,14186,2689,5.275567125
A30,A30,13-Jun,14366,2923,4.914813548
A30,A30,13-May,12823,2579,4.972082202
A30,A30,13-Apr,9202,1946,4.728674203
A30,A30,13-Mar,14854,3235,4.591653787
A30,A30,13-Feb,11291,2455,4.599185336
A30,A30,13-Jan,13107,2908,4.507221458
A30,A30,12-Dec,10542,1828,5.766958425
A30,A30,12-Nov,13929,3007,4.632191553
A30,A30,12-Oct,12075,2442,4.944717445
A30,A30,12-Sep,10012,1764,5.675736961
A30,A30,12-Aug,12264,2621,4.679130103
A30,A30,12-Jul,11275,2600,4.336538462
A30,A30,12-Jun,12418,2542,4.885129819
A30,A30,12-May,10443,2277,4.58629776
A30,A30,12-Apr,13715,2592,5.291280864
A30,A30,12-Mar,12057,2897,4.161891612
A30,A30,12-Feb,13973,2500,5.5892
A30,A30,12-Jan,12166,2793,4.355889724
A30,A30,11-Dec,10324,2095,4.927923628
A30,A30,11-Nov,13299,3003,4.428571429
A30,A30,11-Oct,13042,2831,4.606852702
A30,A30,11-Sep,9225,1828,5.046498906
A30,A30,11-Aug,13941,3188,4.372961104
A30,A30,11-Jul,8846,1597,5.53913588
A30,A30,11-Jun,9768,1637,5.967012828
A30,A30,11-May,9052,1637,5.529627367
A30,A30,11-Apr,10441,1637,6.378130727
A30,A30,11-Mar,14375,1637,8.781307269
A30,A30,11-Feb,15513,1637,9.476481368
A30,A30,11-Jan,11456,1637,6.998167379
A30,A30,10-Dec,14511,1637,8.864386072
A30,A30,10-Nov,13572,1637,8.290775809
A30,A30,10-Oct,13437,1637,8.20830788
A30,A30,10-Sep,12245,1637,7.48014661
A30,A30,10-Aug,13163,1637,8.040928528
A30,A30,10-Jul,10072,1637,6.152718387
A30,A30,10-Jun,14836,1637,9.062919976
A30,A30,10-May,10514,1637,6.422724496
A30,A30,10-Apr,9499,1637,5.802687844
A30,A30,10-Mar,10196,1637,6.228466707
A30,A30,10-Feb,9651,1637,5.895540623
A30,A30,10-Jan,12158,1637,7.427000611
A30,A30,9-Dec,14055,1637,8.585827734
A30,A30,9-Nov,8611,1637,5.260232132
A30,A30,9-Oct,13245,1637,8.091020159
A30,A30,9-Sep,11010,1637,6.725717776
A30,A30,9-Aug,11229,1637,6.859499084
A30,A30,9-Jul,13213,1637,8.071472205
A30,A30,9-Jun,10196,1637,6.228466707
A30,A30,9-May,11802,1637,7.209529627
A30,A30,9-Apr,11803,1637,7.210140501
A30,A30,9-Mar,14365,1637,8.775198534
A30,A30,9-Feb,14220,1637,8.686621869
A30,A30,9-Jan,9915,1637,6.05681124
A31,A31,13-Jun,10690,1980,5.398989899
A31,A31,13-May,13172,2597,5.072006161
A31,A31,13-Apr,12557,2258,5.561116032
A31,A31,13-Mar,15515,3019,5.139118914
A31,A31,13-Feb,9809,2076,4.72495183
A31,A31,13-Jan,14064,2893,4.861389561
A31,A31,12-Dec,14400,2707,5.319541928
A31,A31,12-Nov,14958,3044,4.913929041
A31,A31,12-Oct,11455,1978,5.791203236
A31,A31,12-Sep,11532,2570,4.487159533
A31,A31,12-Aug,10783,1976,5.456983806
A31,A31,12-Jul,11857,2256,5.255762411
A31,A31,12-Jun,13003,2323,5.597503229
A31,A31,12-May,9460,2021,4.680851064
A31,A31,12-Apr,12385,2872,4.312325905
A31,A31,12-Mar,15407,3036,5.074769433
A31,A31,12-Feb,12036,2715,4.433149171
A31,A31,12-Jan,14518,2891,5.021791768
A31,A31,11-Dec,9984,1987,5.024660292
A31,A31,11-Nov,14513,3199,4.536730228
A31,A31,11-Oct,10917,2218,4.922001803
A31,A31,11-Sep,9167,1982,4.625126135
A31,A31,11-Aug,14217,3091,4.599482368
A31,A31,11-Jul,15660,3430,4.565597668
A31,A31,11-Jun,14672,2281,6.43226655
A31,A31,11-May,14044,2281,6.156948707
A31,A31,11-Apr,10544,2281,4.622533976
A31,A31,11-Mar,12319,2281,5.400701447
A31,A31,11-Feb,12452,2281,5.459009206
A31,A31,11-Jan,12616,2281,5.530907497
A31,A31,10-Dec,9888,2281,4.334940815
A31,A31,10-Nov,12888,2281,5.650153441
A31,A31,10-Oct,8993,2281,3.942569049
A31,A31,10-Sep,11457,2281,5.022797019
A31,A31,10-Aug,10694,2281,4.688294608
A31,A31,10-Jul,10912,2281,4.783866725
A31,A31,10-Jun,13077,2281,5.733011837
A31,A31,10-May,9723,2281,4.262604121
A31,A31,10-Apr,13611,2281,5.967119684
A31,A31,10-Mar,15010,2281,6.580447172
A31,A31,10-Feb,11894,2281,5.214379658
A31,A31,10-Jan,12682,2281,5.559842174
A31,A31,9-Dec,11059,2281,4.848312144
A31,A31,9-Nov,14145,2281,6.201227532
A31,A31,9-Oct,14879,2281,6.523016221
A31,A31,9-Sep,13214,2281,5.793073214
A31,A31,9-Aug,9616,2281,4.215694871
A31,A31,9-Jul,12052,2281,5.283647523
A31,A31,9-Jun,13217,2281,5.794388426
A31,A31,9-May,9845,2281,4.316089434
A31,A31,9-Apr,14169,2281,6.211749233
A31,A31,9-Mar,13512,2281,5.923717668
A31,A31,9-Feb,12368,2281,5.422183253
A31,A31,9-Jan,11009,2281,4.826391933
A32,A32,13-Jun,10517,2098,5.012869399
A32,A32,13-May,13754,2805,4.903386809
A32,A32,13-Apr,12306,2927,4.204304749
A32,A32,13-Mar,9233,1751,5.272986865
A32,A32,13-Feb,9094,1961,4.637429883
A32,A32,13-Jan,12671,2514,5.04017502
A32,A32,12-Dec,10129,1974,5.131205674
A32,A32,12-Nov,9615,1942,4.951081359
A32,A32,12-Oct,11291,2303,4.902735562
A32,A32,12-Sep,11776,2473,4.76182774
A32,A32,12-Aug,13696,2752,4.976744186
A32,A32,12-Jul,13498,2343,5.760990184
A32,A32,12-Jun,11809,2650,4.456226415
A32,A32,12-May,12153,2218,5.479260595
A32,A32,12-Apr,12134,2602,4.663335895
A32,A32,12-Mar,13262,3114,4.258831085
A32,A32,12-Feb,11442,2439,4.691266913
A32,A32,12-Jan,13570,2684,5.055886736
A32,A32,11-Dec,11741,2328,5.04338488
A32,A32,11-Nov,9542,1805,5.286426593
A32,A32,11-Oct,13936,3319,4.198855077
A32,A32,11-Sep,13500,2927,4.612230953
A32,A32,11-Aug,10496,2269,4.625826355
A32,A32,11-Jul,14890,3239,4.59709787
A32,A32,11-Jun,10339,2095,4.935083532
A32,A32,11-May,10639,2095,5.078281623
A32,A32,11-Apr,13622,2095,6.502147971
A32,A32,11-Mar,11729,2095,5.598568019
A32,A32,11-Feb,13829,2095,6.600954654
A32,A32,11-Jan,9344,2095,4.460143198
A32,A32,10-Dec,8854,2095,4.226252983
A32,A32,10-Nov,11157,2095,5.325536993
A32,A32,10-Oct,11469,2095,5.474463007
A32,A32,10-Sep,10560,2095,5.040572792
A32,A32,10-Aug,11973,2095,5.7150358
A32,A32,10-Jul,9002,2095,4.296897375
A32,A32,10-Jun,10436,2095,4.981384248
A32,A32,10-May,10814,2095,5.161813842
A32,A32,10-Apr,13106,2095,6.255847255
A32,A32,10-Mar,8774,2095,4.188066826
A32,A32,10-Feb,8956,2095,4.274940334
A32,A32,10-Jan,14062,2095,6.712171838
A32,A32,9-Dec,15836,2095,7.558949881
A32,A32,9-Nov,12302,2095,5.872076372
A32,A32,9-Oct,14028,2095,6.695942721
A32,A32,9-Sep,8838,2095,4.218615752
A32,A32,9-Aug,14521,2095,6.931264916
A32,A32,9-Jul,11146,2095,5.320286396
A32,A32,9-Jun,11836,2095,5.649642005
A32,A32,9-May,10185,2095,4.861575179
A32,A32,9-Apr,9177,2095,4.380429594
A32,A32,9-Mar,9326,2095,4.451551313
A32,A32,9-Feb,12412,2095,5.924582339
A32,A32,9-Jan,12891,2095,6.153221957
A33,A33,13-Jun,13125,2650,4.952830189
A33,A33,13-May,12176,2743,4.438935472
A33,A33,13-Apr,14605,3575,4.085314685
A33,A33,13-Mar,14208,2523,5.631391201
A33,A33,13-Feb,8840,1789,4.941307993
A33,A33,13-Jan,15012,2855,5.258143608
A33,A33,12-Dec,13372,2703,4.947095819
A33,A33,12-Nov,13346,2321,5.750107712
A33,A33,12-Oct,11154,2260,4.93539823
A33,A33,12-Sep,14949,2831,5.280466266
A33,A33,12-Aug,10704,1892,5.657505285
A33,A33,12-Jul,13309,2537,5.245959795
A33,A33,12-Jun,11641,2085,5.583213429
A33,A33,12-May,13550,2959,4.579249747
A33,A33,12-Apr,10593,2174,4.872585097
A33,A33,12-Mar,14174,2852,4.969845722
A33,A33,12-Feb,10677,2182,4.893217232
A33,A33,12-Jan,9295,1913,4.858860429
A33,A33,11-Dec,8873,1750,5.070285714
A33,A33,11-Nov,14966,2963,5.050961863
A33,A33,11-Oct,12478,2517,4.957489074
A33,A33,11-Sep,11284,2031,5.555883801
A33,A33,11-Aug,9129,1762,5.181044268
A33,A33,11-Jul,14075,3096,4.54618863
A33,A33,11-Jun,12800,1938,6.604747162
A33,A33,11-May,11714,1938,6.044375645
A33,A33,11-Apr,13332,1938,6.879256966
A33,A33,11-Mar,10111,1938,5.217234262
A33,A33,11-Feb,13671,1938,7.054179567
A33,A33,11-Jan,13453,1938,6.941692466
A33,A33,10-Dec,13313,1938,6.869453044
A33,A33,10-Nov,9892,1938,5.104231166
A33,A33,10-Oct,14743,1938,7.607327141
A33,A33,10-Sep,8693,1938,4.485552116
A33,A33,10-Aug,10615,1938,5.477296182
A33,A33,10-Jul,12377,1938,6.386480908
A33,A33,10-Jun,9974,1938,5.146542828
A33,A33,10-May,12118,1938,6.252837977
A33,A33,10-Apr,11592,1938,5.981424149
A33,A33,10-Mar,11033,1938,5.692982456
A33,A33,10-Feb,14074,1938,7.262125903
A33,A33,10-Jan,13160,1938,6.790505676
A33,A33,9-Dec,12247,1938,6.319401445
A33,A33,9-Nov,11010,1938,5.681114551
A33,A33,9-Oct,9548,1938,4.926728586
A33,A33,9-Sep,10378,1938,5.35500516
A33,A33,9-Aug,11541,1938,5.955108359
A33,A33,9-Jul,8308,1938,4.286893705
A33,A33,9-Jun,10889,1938,5.618679051
A33,A33,9-May,14477,1938,7.470072239
A33,A33,9-Apr,13267,1938,6.845717234
A33,A33,9-Mar,14483,1938,7.473168215
A33,A33,9-Feb,11283,1938,5.821981424
A33,A33,9-Jan,12416,1938,6.406604747
A34,A34,13-Jun,12168,2569,4.736473336
A34,A34,13-May,11267,1989,5.664655606
A34,A34,13-Apr,11175,1983,5.635400908
A34,A34,13-Mar,14275,2600,5.490384615
A34,A34,13-Feb,13599,2604,5.22235023
A34,A34,13-Jan,15609,3679,4.242729002
A34,A34,12-Dec,10636,1933,5.502327988
A34,A34,12-Nov,12367,2571,4.810190587
A34,A34,12-Oct,15092,3082,4.896820247
A34,A34,12-Sep,10849,1983,5.47100353
A34,A34,12-Aug,9701,1941,4.997939207
A34,A34,12-Jul,12643,2966,4.262643291
A34,A34,12-Jun,13943,3150,4.426349206
A34,A34,12-May,13699,2738,5.003287071
A34,A34,12-Apr,12544,2412,5.20066335
A34,A34,12-Mar,13533,2408,5.620016611
A34,A34,12-Feb,10068,1834,5.489640131
A34,A34,12-Jan,11294,2561,4.409996095
A34,A34,11-Dec,12913,2226,5.80098832
A34,A34,11-Nov,12865,2631,4.889775751
A34,A34,11-Oct,12637,2689,4.699516549
A34,A34,11-Sep,11755,2489,4.722780233
A34,A34,11-Aug,13172,2889,4.559363101
A34,A34,11-Jul,14032,2371,5.918177984
A34,A34,11-Jun,13028,2635,4.944212524
A34,A34,11-May,9005,2635,3.417457306
A34,A34,11-Apr,9414,2635,3.572675522
A34,A34,11-Mar,13205,2635,5.011385199
A34,A34,11-Feb,14611,2635,5.544971537
A34,A34,11-Jan,14879,2635,5.646679317
A34,A34,10-Dec,12350,2635,4.686907021
A34,A34,10-Nov,14368,2635,5.452751423
A34,A34,10-Oct,9725,2635,3.690702087
A34,A34,10-Sep,14155,2635,5.371916509
A34,A34,10-Aug,11171,2635,4.239468691
A34,A34,10-Jul,11616,2635,4.408349146
A34,A34,10-Jun,10254,2635,3.891461101
A34,A34,10-May,10543,2635,4.00113852
A34,A34,10-Apr,9298,2635,3.528652751
A34,A34,10-Mar,11388,2635,4.321821632
A34,A34,10-Feb,11332,2635,4.30056926
